Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1387,2311,10000,10000,0
T1,100,1109,1847,10000,10000,0
T2,100,1775,2957,15000,15000,0
T3,100,807,1344,15000,15000,0
T4,100,100,166,15000,15000,0
T5,100,408,680,15000,15000,0
T6,100,1436,2392,15000,15000,0
T7,100,346,576,15000,15000,0
T8,100,7304,12173,20000,20000,0
T9,100,2732,4553,30000,30000,0
T10,100,1854,3089,35000,35000,0
T11,100,6520,10866,45000,45000,0
T12,100,2740,4566,45000,45000,0
T13,100,14709,24514,70000,70000,0
T14,100,19506,32510,75000,75000,0
T15,100,12860,21433,80000,80000,0
