Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,239,397,10000,10000,0
T1,100,621,1035,10000,10000,0
T2,100,1686,2810,10000,10000,0
T3,100,1950,3249,10000,10000,0
T4,100,218,363,15000,15000,0
T5,100,2549,4247,20000,20000,0
T6,100,1278,2129,20000,20000,0
T7,100,2600,4332,25000,25000,0
T8,100,2162,3603,30000,30000,0
T9,100,1083,1804,45000,45000,0
T10,100,4709,7847,60000,60000,0
T11,100,10570,17616,60000,60000,0
T12,100,13320,22199,65000,65000,0
T13,100,31227,52044,70000,70000,0
T14,100,7320,12199,75000,75000,0
T15,100,4604,7673,75000,75000,0
