Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,468,779,10000,10000,0
T1,100,222,369,10000,10000,0
T2,100,2423,4038,10000,10000,0
T3,100,2464,4106,10000,10000,0
T4,100,236,392,15000,15000,0
T5,100,3199,5331,15000,15000,0
T6,100,1217,2027,15000,15000,0
T7,100,8,13,20000,20000,0
T8,100,11,17,20000,20000,0
T9,100,2885,4808,20000,20000,0
T10,100,2721,4534,35000,35000,0
T11,100,8915,14858,35000,35000,0
T12,100,6616,11026,35000,35000,0
T13,100,11782,19636,40000,40000,0
T14,100,4076,6792,50000,50000,0
T15,100,733,1221,75000,75000,0
