Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,385,641,10000,10000,0
T1,100,197,327,10000,10000,0
T2,100,45,74,10000,10000,0
T3,100,41,68,10000,10000,0
T4,100,99,165,10000,10000,0
T5,100,798,1330,10000,10000,0
T6,100,16,26,10000,10000,0
T7,100,357,594,10000,10000,0
T8,100,1917,3195,15000,15000,0
T9,100,849,1415,15000,15000,0
T10,100,437,727,20000,20000,0
T11,100,740,1233,40000,40000,0
T12,100,1190,1982,45000,45000,0
T13,100,1601,2668,50000,50000,0
T14,100,48,80,50000,50000,0
T15,100,165,274,70000,70000,0
