Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,47,77,10000,10000,0
T1,100,501,835,15000,15000,0
T2,100,219,364,15000,15000,0
T3,100,389,647,15000,15000,0
T4,100,752,1252,20000,20000,0
T5,100,781,1301,20000,20000,0
T6,100,975,1625,20000,20000,0
T7,100,64,106,20000,20000,0
T8,100,1739,2897,25000,25000,0
T9,100,530,883,45000,45000,0
T10,100,336,559,45000,45000,0
T11,100,3066,5110,50000,50000,0
T12,100,1138,1896,55000,55000,0
T13,100,1909,3181,60000,60000,0
T14,100,2119,3531,70000,70000,0
T15,100,3014,5023,75000,75000,0
