Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,163,271,10000,10000,0
T1,100,294,490,15000,15000,0
T2,100,850,1416,15000,15000,0
T3,100,110,182,20000,20000,0
T4,100,224,373,20000,20000,0
T5,100,779,1298,20000,20000,0
T6,100,404,672,25000,25000,0
T7,100,251,418,30000,30000,0
T8,100,223,371,30000,30000,0
T9,100,154,256,35000,35000,0
T10,100,699,1164,40000,40000,0
T11,100,11590,19316,60000,60000,0
T12,100,622,1036,75000,75000,0
T13,100,2208,3679,75000,75000,0
T14,100,2081,3467,80000,80000,0
T15,100,1808,3012,85000,85000,0
