Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,96,159,15000,15000,0
T1,100,261,434,15000,15000,0
T2,100,57,95,25000,25000,0
T3,100,52,86,25000,25000,0
T4,100,29,48,25000,25000,0
T5,100,1921,3201,25000,25000,0
T6,100,1143,1905,30000,30000,0
T7,100,3716,6192,30000,30000,0
T8,100,2669,4447,40000,40000,0
T9,100,231,384,45000,45000,0
T10,100,24,39,45000,45000,0
T11,100,1650,2750,60000,60000,0
T12,100,3819,6364,60000,60000,0
T13,100,398,662,65000,65000,0
T14,100,527,877,70000,70000,0
T15,100,3139,5231,90000,90000,0
