Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1172,1952,10000,10000,0
T1,100,2905,4841,10000,10000,0
T2,100,6549,10914,15000,15000,0
T3,100,3876,6459,15000,15000,0
T4,100,8474,14122,15000,15000,0
T5,100,2344,3906,20000,20000,0
T6,100,1725,2875,25000,25000,0
T7,100,1354,2256,30000,30000,0
T8,100,572,952,35000,35000,0
T9,100,1813,3021,35000,35000,0
T10,100,1904,3172,40000,40000,0
T11,100,2592,4320,45000,45000,0
T12,100,11486,19143,45000,45000,0
T13,100,7351,12251,60000,60000,0
T14,100,11801,19668,60000,60000,0
T15,100,16354,27256,70000,70000,0
