Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,917,1527,10000,10000,0
T1,100,2970,4949,10000,10000,0
T2,100,8553,14255,15000,15000,0
T3,100,2890,4816,20000,20000,0
T4,100,156,260,20000,20000,0
T5,100,1566,2609,25000,25000,0
T6,100,67,111,25000,25000,0
T7,100,3582,5969,30000,30000,0
T8,100,12732,21220,30000,30000,0
T9,100,126,209,35000,35000,0
T10,100,1546,2576,40000,40000,0
T11,100,12755,21257,40000,40000,0
T12,100,7827,13044,40000,40000,0
T13,100,12099,20165,65000,65000,0
T14,100,11478,19130,75000,75000,0
T15,100,19800,32999,75000,75000,0
