Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,591,984,10000,10000,0
T1,100,1051,1751,10000,10000,0
T2,100,833,1387,20000,20000,0
T3,100,44,72,20000,20000,0
T4,100,866,1442,25000,25000,0
T5,100,3755,6257,25000,25000,0
T6,100,1106,1843,25000,25000,0
T7,100,882,1469,30000,30000,0
T8,100,989,1648,30000,30000,0
T9,100,2452,4086,30000,30000,0
T10,100,1112,1852,35000,35000,0
T11,100,1786,2976,35000,35000,0
T12,100,3926,6543,35000,35000,0
T13,100,3069,5115,50000,50000,0
T14,100,655,1091,65000,65000,0
T15,100,9009,15015,80000,80000,0
