Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,825,1375,15000,15000,0
T1,100,658,1096,15000,15000,0
T2,100,278,462,20000,20000,0
T3,100,800,1333,20000,20000,0
T4,100,1957,3261,20000,20000,0
T5,100,1136,1893,20000,20000,0
T6,100,2407,4011,20000,20000,0
T7,100,461,768,30000,30000,0
T8,100,668,1113,30000,30000,0
T9,100,1911,3184,35000,35000,0
T10,100,4140,6900,35000,35000,0
T11,100,2375,3957,45000,45000,0
T12,100,2113,3521,60000,60000,0
T13,100,1728,2880,60000,60000,0
T14,100,12463,20771,80000,80000,0
T15,100,4442,7402,90000,90000,0
