Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,81,134,10000,10000,0
T1,100,440,733,10000,10000,0
T2,100,1203,2004,10000,10000,0
T3,100,434,723,15000,15000,0
T4,100,733,1221,15000,15000,0
T5,100,954,1589,30000,30000,0
T6,100,1239,2064,35000,35000,0
T7,100,4134,6889,40000,40000,0
T8,100,1028,1712,40000,40000,0
T9,100,377,628,40000,40000,0
T10,100,653,1087,45000,45000,0
T11,100,6165,10274,60000,60000,0
T12,100,230,383,60000,60000,0
T13,100,5580,9300,70000,70000,0
T14,100,13740,22900,70000,70000,0
T15,100,8583,14304,80000,80000,0
