Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,746,1243,15000,15000,0
T1,100,68,113,15000,15000,0
T2,100,251,417,15000,15000,0
T3,100,33,55,20000,20000,0
T4,100,95,158,20000,20000,0
T5,100,762,1269,30000,30000,0
T6,100,1117,1861,40000,40000,0
T7,100,3300,5499,45000,45000,0
T8,100,798,1329,45000,45000,0
T9,100,6845,11407,45000,45000,0
T10,100,4497,7495,60000,60000,0
T11,100,2437,4061,65000,65000,0
T12,100,6110,10182,80000,80000,0
T13,100,21939,36565,80000,80000,0
T14,100,11556,19259,95000,95000,0
T15,100,146,243,95000,95000,0
