Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,200,332,10000,10000,0
T1,100,218,362,10000,10000,0
T2,100,162,269,10000,10000,0
T3,100,386,643,10000,10000,0
T4,100,312,519,10000,10000,0
T5,100,569,948,15000,15000,0
T6,100,13,21,30000,30000,0
T7,100,2619,4364,30000,30000,0
T8,100,701,1167,35000,35000,0
T9,100,924,1539,35000,35000,0
T10,100,4821,8034,70000,70000,0
T11,100,2818,4696,80000,80000,0
T12,100,4638,7730,85000,85000,0
T13,100,10595,17657,85000,85000,0
T14,100,8391,13984,85000,85000,0
T15,100,25064,41772,90000,90000,0
