Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,662,1102,10000,10000,0
T1,100,576,959,10000,10000,0
T2,100,1046,1742,10000,10000,0
T3,100,543,905,10000,10000,0
T4,100,672,1120,15000,15000,0
T5,100,884,1473,15000,15000,0
T6,100,251,417,20000,20000,0
T7,100,139,231,20000,20000,0
T8,100,992,1653,30000,30000,0
T9,100,2216,3692,30000,30000,0
T10,100,1486,2476,30000,30000,0
T11,100,3920,6533,40000,40000,0
T12,100,2262,3770,45000,45000,0
T13,100,5507,9177,55000,55000,0
T14,100,10271,17117,70000,70000,0
T15,100,256,426,90000,90000,0
