Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,928,1546,10000,10000,0
T1,100,846,1409,15000,15000,0
T2,100,1605,2675,15000,15000,0
T3,100,1041,1735,15000,15000,0
T4,100,1751,2918,20000,20000,0
T5,100,1928,3213,20000,20000,0
T6,100,1229,2047,20000,20000,0
T7,100,613,1021,20000,20000,0
T8,100,284,472,25000,25000,0
T9,100,375,624,25000,25000,0
T10,100,265,441,35000,35000,0
T11,100,2655,4425,50000,50000,0
T12,100,5356,8926,60000,60000,0
T13,100,3867,6445,65000,65000,0
T14,100,495,824,75000,75000,0
T15,100,10458,17429,90000,90000,0
