Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,987,1645,10000,10000,0
T1,100,193,321,10000,10000,0
T2,100,378,629,10000,10000,0
T3,100,932,1552,10000,10000,0
T4,100,3152,5252,15000,15000,0
T5,100,2994,4989,15000,15000,0
T6,100,183,304,20000,20000,0
T7,100,218,362,30000,30000,0
T8,100,430,716,30000,30000,0
T9,100,1107,1844,30000,30000,0
T10,100,1149,1914,40000,40000,0
T11,100,989,1648,45000,45000,0
T12,100,227,378,45000,45000,0
T13,100,2292,3820,75000,75000,0
T14,100,5806,9676,80000,80000,0
T15,100,6018,10029,80000,80000,0
