Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,21,34,10000,10000,0
T1,100,99,165,10000,10000,0
T2,100,353,587,10000,10000,0
T3,100,203,337,15000,15000,0
T4,100,4,6,15000,15000,0
T5,100,186,310,15000,15000,0
T6,100,2051,3417,20000,20000,0
T7,100,6376,10626,25000,25000,0
T8,100,1393,2321,25000,25000,0
T9,100,490,816,25000,25000,0
T10,100,1305,2174,30000,30000,0
T11,100,2394,3990,30000,30000,0
T12,100,4574,7623,35000,35000,0
T13,100,3741,6235,55000,55000,0
T14,100,7228,12046,55000,55000,0
T15,100,29,47,60000,60000,0
