Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,414,689,10000,10000,0
T1,100,6167,10277,25000,25000,0
T2,100,1686,2809,25000,25000,0
T3,100,714,1190,25000,25000,0
T4,100,123,204,25000,25000,0
T5,100,326,542,30000,30000,0
T6,100,2838,4729,30000,30000,0
T7,100,2280,3799,35000,35000,0
T8,100,573,955,35000,35000,0
T9,100,2259,3765,35000,35000,0
T10,100,6819,11364,45000,45000,0
T11,100,98,163,45000,45000,0
T12,100,1188,1980,50000,50000,0
T13,100,2451,4085,50000,50000,0
T14,100,4497,7494,60000,60000,0
T15,100,1277,2127,70000,70000,0
