Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,116,193,10000,10000,0
T1,100,578,963,10000,10000,0
T2,100,531,885,10000,10000,0
T3,100,56,92,10000,10000,0
T4,100,810,1350,10000,10000,0
T5,100,1856,3092,20000,20000,0
T6,100,2343,3904,20000,20000,0
T7,100,1727,2878,25000,25000,0
T8,100,1237,2061,30000,30000,0
T9,100,1623,2705,35000,35000,0
T10,100,980,1632,40000,40000,0
T11,100,6246,10410,40000,40000,0
T12,100,3949,6581,60000,60000,0
T13,100,5784,9639,70000,70000,0
T14,100,3839,6397,75000,75000,0
T15,100,360,600,85000,85000,0
