Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,678,1130,10000,10000,0
T1,100,270,449,10000,10000,0
T2,100,676,1126,10000,10000,0
T3,100,91,151,10000,10000,0
T4,100,615,1025,15000,15000,0
T5,100,3371,5617,15000,15000,0
T6,100,2216,3692,20000,20000,0
T7,100,1497,2495,25000,25000,0
T8,100,1064,1773,25000,25000,0
T9,100,1781,2967,25000,25000,0
T10,100,609,1014,30000,30000,0
T11,100,429,715,30000,30000,0
T12,100,269,448,35000,35000,0
T13,100,4376,7292,45000,45000,0
T14,100,2947,4911,80000,80000,0
T15,100,4983,8304,80000,80000,0
