Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,641,1068,10000,10000,0
T1,100,1187,1977,10000,10000,0
T2,100,16,26,10000,10000,0
T3,100,357,594,20000,20000,0
T4,100,1551,2584,20000,20000,0
T5,100,1704,2840,20000,20000,0
T6,100,210,349,25000,25000,0
T7,100,7647,12745,30000,30000,0
T8,100,1734,2890,30000,30000,0
T9,100,1764,2940,35000,35000,0
T10,100,602,1002,35000,35000,0
T11,100,222,369,45000,45000,0
T12,100,2030,3382,70000,70000,0
T13,100,927,1544,70000,70000,0
T14,100,10977,18294,75000,75000,0
T15,100,1167,1945,90000,90000,0
