Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,283,471,10000,10000,0
T1,100,241,401,10000,10000,0
T2,100,1829,3048,10000,10000,0
T3,100,711,1184,15000,15000,0
T4,100,749,1248,15000,15000,0
T5,100,636,1059,20000,20000,0
T6,100,515,857,20000,20000,0
T7,100,3557,5928,25000,25000,0
T8,100,938,1563,25000,25000,0
T9,100,4227,7045,40000,40000,0
T10,100,2441,4067,40000,40000,0
T11,100,562,936,45000,45000,0
T12,100,3293,5488,60000,60000,0
T13,100,7370,12283,75000,75000,0
T14,100,488,813,85000,85000,0
T15,100,4433,7387,85000,85000,0
