Task ID,Job ID,Arrival min,Arrival max,Cost min,Cost max,Deadline,Priority
0,0,0,750,3723,6204,15000,0
0,1,15000,15750,3723,6204,30000,5
0,10,150000,150750,3723,6204,165000,57
0,100,1500000,1500750,3723,6204,1515000,573
0,101,1515000,1515750,3723,6204,1530000,578
0,102,1530000,1530750,3723,6204,1545000,586
0,103,1545000,1545750,3723,6204,1560000,590
0,104,1560000,1560750,3723,6204,1575000,594
0,105,1575000,1575750,3723,6204,1590000,601
0,106,1590000,1590750,3723,6204,1605000,607
0,107,1605000,1605750,3723,6204,1620000,613
0,108,1620000,1620750,3723,6204,1635000,619
0,109,1635000,1635750,3723,6204,1650000,624
0,11,165000,165750,3723,6204,180000,63
0,110,1650000,1650750,3723,6204,1665000,630
0,111,1665000,1665750,3723,6204,1680000,634
0,112,1680000,1680750,3723,6204,1695000,642
0,113,1695000,1695750,3723,6204,1710000,647
0,114,1710000,1710750,3723,6204,1725000,653
0,115,1725000,1725750,3723,6204,1740000,657
0,116,1740000,1740750,3723,6204,1755000,667
0,117,1755000,1755750,3723,6204,1770000,670
0,118,1770000,1770750,3723,6204,1785000,676
0,119,1785000,1785750,3723,6204,1800000,680
0,12,180000,180750,3723,6204,195000,67
0,120,1800000,1800750,3723,6204,1815000,686
0,121,1815000,1815750,3723,6204,1830000,695
0,122,1830000,1830750,3723,6204,1845000,699
0,123,1845000,1845750,3723,6204,1860000,705
0,124,1860000,1860750,3723,6204,1875000,709
0,125,1875000,1875750,3723,6204,1890000,714
0,126,1890000,1890750,3723,6204,1905000,724
0,127,1905000,1905750,3723,6204,1920000,726
0,128,1920000,1920750,3723,6204,1935000,734
0,129,1935000,1935750,3723,6204,1950000,737
0,13,195000,195750,3723,6204,210000,72
0,130,1950000,1950750,3723,6204,1965000,747
0,131,1965000,1965750,3723,6204,1980000,751
0,132,1980000,1980750,3723,6204,1995000,755
0,133,1995000,1995750,3723,6204,2010000,762
0,134,2010000,2010750,3723,6204,2025000,766
0,135,2025000,2025750,3723,6204,2040000,774
0,136,2040000,2040750,3723,6204,2055000,780
0,137,2055000,2055750,3723,6204,2070000,785
0,138,2070000,2070750,3723,6204,2085000,791
0,139,2085000,2085750,3723,6204,2100000,793
0,14,210000,210750,3723,6204,225000,80
0,15,225000,225750,3723,6204,240000,84
0,16,240000,240750,3723,6204,255000,92
0,17,255000,255750,3723,6204,270000,95
0,18,270000,270750,3723,6204,285000,105
0,19,285000,285750,3723,6204,300000,107
0,2,30000,30750,3723,6204,45000,11
0,20,300000,300750,3723,6204,315000,113
0,21,315000,315750,3723,6204,330000,120
0,22,330000,330750,3723,6204,345000,124
0,23,345000,345750,3723,6204,360000,132
0,24,360000,360750,3723,6204,375000,136
0,25,375000,375750,3723,6204,390000,143
0,26,390000,390750,3723,6204,405000,149
0,27,405000,405750,3723,6204,420000,151
0,28,420000,420750,3723,6204,435000,161
0,29,435000,435750,3723,6204,450000,164
0,3,45000,45750,3723,6204,60000,15
0,30,450000,450750,3723,6204,465000,172
0,31,465000,465750,3723,6204,480000,176
0,32,480000,480750,3723,6204,495000,184
0,33,495000,495750,3723,6204,510000,189
0,34,510000,510750,3723,6204,525000,193
0,35,525000,525750,3723,6204,540000,199
0,36,540000,540750,3723,6204,555000,205
0,37,555000,555750,3723,6204,570000,212
0,38,570000,570750,3723,6204,585000,218
0,39,585000,585750,3723,6204,600000,222
0,4,60000,60750,3723,6204,75000,23
0,40,600000,600750,3723,6204,615000,228
0,41,615000,615750,3723,6204,630000,233
0,42,630000,630750,3723,6204,645000,241
0,43,645000,645750,3723,6204,660000,245
0,44,660000,660750,3723,6204,675000,251
0,45,675000,675750,3723,6204,690000,256
0,46,690000,690750,3723,6204,705000,266
0,47,705000,705750,3723,6204,720000,268
0,48,720000,720750,3723,6204,735000,274
0,49,735000,735750,3723,6204,750000,279
0,5,75000,75750,3723,6204,90000,28
0,50,750000,750750,3723,6204,765000,285
0,51,765000,765750,3723,6204,780000,293
0,52,780000,780750,3723,6204,795000,297
0,53,795000,795750,3723,6204,810000,304
0,54,810000,810750,3723,6204,825000,308
0,55,825000,825750,3723,6204,840000,312
0,56,840000,840750,3723,6204,855000,322
0,57,855000,855750,3723,6204,870000,325
0,58,870000,870750,3723,6204,885000,333
0,59,885000,885750,3723,6204,900000,335
