Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,5622,9370,10000,10000,0
T1,100,161,267,10000,10000,0
T2,100,1660,2766,10000,10000,0
T3,100,589,981,15000,15000,0
T4,100,1523,2538,15000,15000,0
T5,100,1679,2798,15000,15000,0
T6,100,3998,6662,20000,20000,0
T7,100,8396,13993,20000,20000,0
T8,100,4993,8321,25000,25000,0
T9,100,3131,5217,30000,30000,0
T10,100,1585,2641,30000,30000,0
T11,100,9207,15344,35000,35000,0
T12,100,918,1529,40000,40000,0
T13,100,28184,46972,60000,60000,0
T14,100,31672,52786,60000,60000,0
T15,100,9273,15455,90000,90000,0
