Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,2426,4043,10000,10000,0
T1,100,2789,4648,10000,10000,0
T2,100,1450,2416,10000,10000,0
T3,100,230,382,10000,10000,0
T4,100,6262,10436,15000,15000,0
T5,100,3477,5795,15000,15000,0
T6,100,4964,8273,25000,25000,0
T7,100,8287,13811,25000,25000,0
T8,100,6351,10584,30000,30000,0
T9,100,1143,1904,50000,50000,0
T10,100,7187,11978,55000,55000,0
T11,100,13471,22451,60000,60000,0
T12,100,14127,23545,60000,60000,0
T13,100,5300,8832,75000,75000,0
T14,100,12921,21535,80000,80000,0
T15,100,39070,65116,90000,90000,0
