Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,209,347,10000,10000,0
T1,100,1614,2689,10000,10000,0
T2,100,2466,4110,15000,15000,0
T3,100,1953,3254,15000,15000,0
T4,100,3198,5329,20000,20000,0
T5,100,6571,10951,20000,20000,0
T6,100,1430,2382,20000,20000,0
T7,100,5873,9787,25000,25000,0
T8,100,2832,4720,35000,35000,0
T9,100,16892,28152,40000,40000,0
T10,100,14366,23942,45000,45000,0
T11,100,13391,22317,50000,50000,0
T12,100,9345,15574,60000,60000,0
T13,100,12635,21057,60000,60000,0
T14,100,26424,44039,75000,75000,0
T15,100,22368,37280,80000,80000,0
