Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1828,3046,10000,10000,0
T1,100,1974,3290,10000,10000,0
T2,100,4334,7222,10000,10000,0
T3,100,4593,7655,15000,15000,0
T4,100,1661,2767,15000,15000,0
T5,100,3639,6064,15000,15000,0
T6,100,1812,3019,15000,15000,0
T7,100,5745,9575,20000,20000,0
T8,100,3086,5142,20000,20000,0
T9,100,1060,1766,25000,25000,0
T10,100,6740,11232,30000,30000,0
T11,100,3222,5369,30000,30000,0
T12,100,10523,17537,40000,40000,0
T13,100,14108,23513,45000,45000,0
T14,100,8512,14186,50000,50000,0
T15,100,10183,16971,50000,50000,0
