Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,490,816,10000,10000,0
T1,100,2458,4096,10000,10000,0
T2,100,468,779,10000,10000,0
T3,100,5243,8738,15000,15000,0
T4,100,438,729,15000,15000,0
T5,100,2699,4497,15000,15000,0
T6,100,3095,5157,20000,20000,0
T7,100,1068,1779,20000,20000,0
T8,100,14498,24163,25000,25000,0
T9,100,2132,3552,25000,25000,0
T10,100,5426,9042,25000,25000,0
T11,100,6783,11304,25000,25000,0
T12,100,7839,13065,25000,25000,0
T13,100,5223,8705,70000,70000,0
T14,100,18969,31614,75000,75000,0
T15,100,36591,60985,80000,80000,0
