Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,2897,4827,10000,10000,0
T1,100,5105,8507,15000,15000,0
T2,100,178,296,15000,15000,0
T3,100,445,741,15000,15000,0
T4,100,1741,2901,15000,15000,0
T5,100,540,900,20000,20000,0
T6,100,7004,11672,20000,20000,0
T7,100,162,270,25000,25000,0
T8,100,4940,8233,25000,25000,0
T9,100,5407,9011,30000,30000,0
T10,100,12832,21386,30000,30000,0
T11,100,5420,9033,35000,35000,0
T12,100,11395,18991,35000,35000,0
T13,100,17135,28557,70000,70000,0
T14,100,42138,70230,80000,80000,0
T15,100,11833,19721,90000,90000,0
