Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,642,1069,10000,10000,0
T1,100,1020,1700,10000,10000,0
T2,100,245,407,10000,10000,0
T3,100,1388,2313,10000,10000,0
T4,100,4057,6761,15000,15000,0
T5,100,2716,4526,20000,20000,0
T6,100,2602,4336,20000,20000,0
T7,100,10228,17046,20000,20000,0
T8,100,263,438,20000,20000,0
T9,100,9590,15983,40000,40000,0
T10,100,5024,8372,40000,40000,0
T11,100,18109,30181,55000,55000,0
T12,100,22974,38290,55000,55000,0
T13,100,29489,49147,75000,75000,0
T14,100,32560,54266,80000,80000,0
T15,100,5159,8598,90000,90000,0
