Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,639,1064,10000,10000,0
T1,100,1536,2559,10000,10000,0
T2,100,1073,1788,10000,10000,0
T3,100,6871,11451,15000,15000,0
T4,100,4973,8288,15000,15000,0
T5,100,4044,6740,20000,20000,0
T6,100,6465,10774,25000,25000,0
T7,100,14049,23415,25000,25000,0
T8,100,1350,2250,30000,30000,0
T9,100,14106,23510,30000,30000,0
T10,100,2024,3372,30000,30000,0
T11,100,12863,21438,50000,50000,0
T12,100,11983,19971,50000,50000,0
T13,100,6808,11346,70000,70000,0
T14,100,432,720,70000,70000,0
T15,100,3203,5337,80000,80000,0
