Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,2117,3528,10000,10000,0
T1,100,938,1563,10000,10000,0
T2,100,1287,2145,10000,10000,0
T3,100,613,1021,10000,10000,0
T4,100,3971,6617,10000,10000,0
T5,100,2250,3750,10000,10000,0
T6,100,4877,8128,15000,15000,0
T7,100,3652,6086,15000,15000,0
T8,100,3818,6362,15000,15000,0
T9,100,5062,8436,20000,20000,0
T10,100,9357,15594,20000,20000,0
T11,100,1994,3322,30000,30000,0
T12,100,3236,5392,45000,45000,0
T13,100,6413,10688,50000,50000,0
T14,100,1312,2186,60000,60000,0
T15,100,32811,54685,80000,80000,0
