Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,150,250,10000,10000,0
T1,100,66,110,10000,10000,0
T2,100,117,194,10000,10000,0
T3,100,246,409,10000,10000,0
T4,100,58,96,10000,10000,0
T5,100,31,51,10000,10000,0
T6,100,305,508,15000,15000,0
T7,100,143,238,15000,15000,0
T8,100,184,306,20000,20000,0
T9,100,236,392,20000,20000,0
T10,100,853,1421,25000,25000,0
T11,100,345,574,30000,30000,0
T12,100,1241,2067,35000,35000,0
T13,100,270,449,50000,50000,0
T14,100,888,1479,60000,60000,0
T15,100,1914,3190,90000,90000,0
