Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,245,408,10000,10000,0
T1,100,68,113,10000,10000,0
T2,100,177,294,10000,10000,0
T3,100,4,6,10000,10000,0
T4,100,46,76,10000,10000,0
T5,100,75,124,10000,10000,0
T6,100,455,758,10000,10000,0
T7,100,683,1138,15000,15000,0
T8,100,24,39,15000,15000,0
T9,100,164,273,20000,20000,0
T10,100,272,453,20000,20000,0
T11,100,116,192,25000,25000,0
T12,100,356,592,30000,30000,0
T13,100,551,917,35000,35000,0
T14,100,1431,2384,45000,45000,0
T15,100,17,28,55000,55000,0
