Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,334,556,10000,10000,0
T1,100,163,271,10000,10000,0
T2,100,42,69,10000,10000,0
T3,100,167,277,15000,15000,0
T4,100,233,388,15000,15000,0
T5,100,1025,1707,15000,15000,0
T6,100,87,145,20000,20000,0
T7,100,198,330,20000,20000,0
T8,100,1094,1823,35000,35000,0
T9,100,848,1412,50000,50000,0
T10,100,82,136,50000,50000,0
T11,100,382,636,60000,60000,0
T12,100,216,360,70000,70000,0
T13,100,189,315,70000,70000,0
T14,100,555,925,70000,70000,0
T15,100,575,957,80000,80000,0
