Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,16,26,10000,10000,0
T1,100,56,92,10000,10000,0
T2,100,378,630,10000,10000,0
T3,100,38,63,15000,15000,0
T4,100,383,638,15000,15000,0
T5,100,419,697,20000,20000,0
T6,100,670,1116,25000,25000,0
T7,100,1382,2303,30000,30000,0
T8,100,332,552,40000,40000,0
T9,100,74,123,40000,40000,0
T10,100,431,717,45000,45000,0
T11,100,836,1392,45000,45000,0
T12,100,441,735,50000,50000,0
T13,100,504,839,50000,50000,0
T14,100,609,1014,60000,60000,0
T15,100,510,849,85000,85000,0
