Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,175,291,10000,10000,0
T1,100,628,1046,10000,10000,0
T2,100,418,696,15000,15000,0
T3,100,33,55,20000,20000,0
T4,100,312,520,20000,20000,0
T5,100,189,314,20000,20000,0
T6,100,286,476,25000,25000,0
T7,100,257,428,25000,25000,0
T8,100,468,779,25000,25000,0
T9,100,275,457,35000,35000,0
T10,100,422,702,40000,40000,0
T11,100,30,50,40000,40000,0
T12,100,638,1062,40000,40000,0
T13,100,270,449,45000,45000,0
T14,100,865,1441,55000,55000,0
T15,100,607,1011,75000,75000,0
