Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,401,667,10000,10000,0
T1,100,16,26,10000,10000,0
T2,100,113,187,10000,10000,0
T3,100,63,104,10000,10000,0
T4,100,21,34,15000,15000,0
T5,100,497,828,15000,15000,0
T6,100,281,467,20000,20000,0
T7,100,323,537,20000,20000,0
T8,100,11,18,25000,25000,0
T9,100,618,1030,25000,25000,0
T10,100,458,762,25000,25000,0
T11,100,1038,1730,30000,30000,0
T12,100,197,327,40000,40000,0
T13,100,190,316,40000,40000,0
T14,100,1056,1760,50000,50000,0
T15,100,527,877,70000,70000,0
