Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,19,31,10000,10000,0
T1,100,201,335,10000,10000,0
T2,100,315,525,10000,10000,0
T3,100,275,457,10000,10000,0
T4,100,186,309,10000,10000,0
T5,100,69,115,15000,15000,0
T6,100,586,976,30000,30000,0
T7,100,164,273,45000,45000,0
T8,100,306,509,45000,45000,0
T9,100,695,1158,50000,50000,0
T10,100,1004,1673,60000,60000,0
T11,100,194,322,60000,60000,0
T12,100,458,763,65000,65000,0
T13,100,68,112,70000,70000,0
T14,100,3576,5960,70000,70000,0
T15,100,1166,1942,90000,90000,0
