Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,78,129,10000,10000,0
T1,100,20,33,10000,10000,0
T2,100,1605,2674,15000,15000,0
T3,100,54,90,15000,15000,0
T4,100,122,202,20000,20000,0
T5,100,205,341,20000,20000,0
T6,100,364,606,20000,20000,0
T7,100,254,423,25000,25000,0
T8,100,23,37,25000,25000,0
T9,100,617,1028,35000,35000,0
T10,100,61,101,35000,35000,0
T11,100,818,1363,40000,40000,0
T12,100,290,483,40000,40000,0
T13,100,17,28,75000,75000,0
T14,100,333,555,95000,95000,0
T15,100,2229,3715,95000,95000,0
