Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,199,331,10000,10000,0
T1,100,56,93,10000,10000,0
T2,100,9,15,10000,10000,0
T3,100,270,449,10000,10000,0
T4,100,210,349,10000,10000,0
T5,100,99,164,10000,10000,0
T6,100,135,224,15000,15000,0
T7,100,54,90,15000,15000,0
T8,100,24,39,20000,20000,0
T9,100,175,291,20000,20000,0
T10,100,9,15,20000,20000,0
T11,100,782,1303,25000,25000,0
T12,100,2114,3522,50000,50000,0
T13,100,234,389,50000,50000,0
T14,100,2945,4907,55000,55000,0
T15,100,89,148,70000,70000,0
