Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,135,225,10000,10000,0
T1,100,1349,2248,10000,10000,0
T2,100,1286,2143,10000,10000,0
T3,100,918,1530,10000,10000,0
T4,100,1079,1798,15000,15000,0
T5,100,226,376,15000,15000,0
T6,100,391,651,20000,20000,0
T7,100,4785,7975,25000,25000,0
T8,100,174,290,50000,50000,0
T9,100,2756,4593,50000,50000,0
T10,100,10222,17036,60000,60000,0
T11,100,8367,13944,65000,65000,0
T12,100,13002,21669,65000,65000,0
T13,100,10347,17244,80000,80000,0
T14,100,500,832,80000,80000,0
T15,100,7209,12014,90000,90000,0
