Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,3186,5310,10000,10000,0
T1,100,46,76,10000,10000,0
T2,100,177,295,10000,10000,0
T3,100,99,164,15000,15000,0
T4,100,441,734,20000,20000,0
T5,100,2391,3984,20000,20000,0
T6,100,4921,8201,25000,25000,0
T7,100,4377,7295,30000,30000,0
T8,100,2864,4772,40000,40000,0
T9,100,2481,4135,40000,40000,0
T10,100,360,600,45000,45000,0
T11,100,1043,1737,50000,50000,0
T12,100,2900,4833,60000,60000,0
T13,100,10311,17184,70000,70000,0
T14,100,17259,28764,90000,90000,0
T15,100,5261,8768,90000,90000,0
