Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,78,129,15000,15000,0
T1,100,1629,2714,15000,15000,0
T2,100,2656,4426,20000,20000,0
T3,100,549,914,20000,20000,0
T4,100,3975,6625,20000,20000,0
T5,100,324,540,20000,20000,0
T6,100,1529,2547,25000,25000,0
T7,100,1173,1955,25000,25000,0
T8,100,850,1416,25000,25000,0
T9,100,3647,6078,25000,25000,0
T10,100,9204,15340,40000,40000,0
T11,100,794,1322,50000,50000,0
T12,100,6827,11378,60000,60000,0
T13,100,6046,10076,65000,65000,0
T14,100,6238,10396,75000,75000,0
T15,100,10817,18027,85000,85000,0
