Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1134,1889,10000,10000,0
T1,100,516,859,10000,10000,0
T2,100,1208,2012,15000,15000,0
T3,100,1797,2995,15000,15000,0
T4,100,314,523,15000,15000,0
T5,100,878,1463,15000,15000,0
T6,100,2075,3458,20000,20000,0
T7,100,4296,7159,25000,25000,0
T8,100,1721,2867,25000,25000,0
T9,100,6453,10754,30000,30000,0
T10,100,492,819,30000,30000,0
T11,100,1137,1894,35000,35000,0
T12,100,9366,15610,35000,35000,0
T13,100,389,648,45000,45000,0
T14,100,1317,2194,45000,45000,0
T15,100,5301,8835,65000,65000,0
