Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,2049,3415,10000,10000,0
T1,100,823,1371,10000,10000,0
T2,100,1284,2139,10000,10000,0
T3,100,107,178,10000,10000,0
T4,100,1004,1673,15000,15000,0
T5,100,2010,3350,15000,15000,0
T6,100,661,1101,20000,20000,0
T7,100,1931,3218,20000,20000,0
T8,100,425,708,30000,30000,0
T9,100,449,748,30000,30000,0
T10,100,7995,13325,30000,30000,0
T11,100,7209,12014,35000,35000,0
T12,100,5014,8356,35000,35000,0
T13,100,440,732,40000,40000,0
T14,100,1021,1701,50000,50000,0
T15,100,425,707,60000,60000,0
