Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,107,178,10000,10000,0
T1,100,78,130,10000,10000,0
T2,100,201,334,10000,10000,0
T3,100,449,747,10000,10000,0
T4,100,652,1086,15000,15000,0
T5,100,4922,8203,20000,20000,0
T6,100,8888,14813,20000,20000,0
T7,100,770,1283,25000,25000,0
T8,100,7757,12927,25000,25000,0
T9,100,869,1447,50000,50000,0
T10,100,9227,15377,60000,60000,0
T11,100,150,249,75000,75000,0
T12,100,932,1552,75000,75000,0
T13,100,1227,2044,80000,80000,0
T14,100,4030,6716,80000,80000,0
T15,100,2894,4822,95000,95000,0
