Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,429,715,10000,10000,0
T1,100,508,846,15000,15000,0
T2,100,94,156,15000,15000,0
T3,100,968,1613,15000,15000,0
T4,100,95,158,15000,15000,0
T5,100,4834,8056,20000,20000,0
T6,100,2469,4115,25000,25000,0
T7,100,957,1594,25000,25000,0
T8,100,807,1345,30000,30000,0
T9,100,185,307,30000,30000,0
T10,100,12143,20237,35000,35000,0
T11,100,527,878,40000,40000,0
T12,100,892,1486,70000,70000,0
T13,100,6474,10789,70000,70000,0
T14,100,20850,34750,90000,90000,0
T15,100,15970,26616,90000,90000,0
