Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,876,1459,10000,10000,0
T1,100,1962,3270,10000,10000,0
T2,100,840,1399,15000,15000,0
T3,100,1025,1707,15000,15000,0
T4,100,710,1183,15000,15000,0
T5,100,1793,2987,20000,20000,0
T6,100,1175,1957,20000,20000,0
T7,100,4767,7944,20000,20000,0
T8,100,552,919,30000,30000,0
T9,100,1993,3321,30000,30000,0
T10,100,2349,3915,35000,35000,0
T11,100,5435,9057,35000,35000,0
T12,100,441,734,40000,40000,0
T13,100,907,1511,55000,55000,0
T14,100,13386,22310,60000,60000,0
T15,100,2616,4360,65000,65000,0
