Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1252,2086,10000,10000,0
T1,100,9,15,10000,10000,0
T2,100,989,1647,10000,10000,0
T3,100,3041,5067,15000,15000,0
T4,100,157,261,15000,15000,0
T5,100,1574,2622,30000,30000,0
T6,100,8537,14227,40000,40000,0
T7,100,1675,2791,45000,45000,0
T8,100,3452,5753,45000,45000,0
T9,100,5818,9696,50000,50000,0
T10,100,1221,2035,50000,50000,0
T11,100,383,637,50000,50000,0
T12,100,8378,13963,60000,60000,0
T13,100,6341,10568,60000,60000,0
T14,100,2542,4236,85000,85000,0
T15,100,17870,29783,90000,90000,0
