Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,2830,4716,10000,10000,0
T1,100,1194,1989,10000,10000,0
T2,100,155,258,10000,10000,0
T3,100,1028,1713,10000,10000,0
T4,100,249,415,10000,10000,0
T5,100,1456,2426,15000,15000,0
T6,100,191,318,15000,15000,0
T7,100,523,871,15000,15000,0
T8,100,3547,5911,15000,15000,0
T9,100,1661,2768,15000,15000,0
T10,100,2173,3621,15000,15000,0
T11,100,3164,5273,35000,35000,0
T12,100,306,509,35000,35000,0
T13,100,1683,2804,50000,50000,0
T14,100,5243,8738,50000,50000,0
T15,100,1213,2021,60000,60000,0
