Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,240,400,10000,10000,0
T1,100,1264,2106,10000,10000,0
T2,100,146,243,10000,10000,0
T3,100,879,1464,10000,10000,0
T4,100,6731,11217,15000,15000,0
T5,100,568,946,15000,15000,0
T6,100,320,533,15000,15000,0
T7,100,383,638,20000,20000,0
T8,100,1173,1955,20000,20000,0
T9,100,526,876,25000,25000,0
T10,100,2585,4307,25000,25000,0
T11,100,1622,2702,35000,35000,0
T12,100,10083,16804,35000,35000,0
T13,100,1244,2072,40000,40000,0
T14,100,2829,4714,50000,50000,0
T15,100,4961,8268,90000,90000,0
