Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,263,438,10000,10000,0
T1,100,952,1586,10000,10000,0
T2,100,2349,3915,15000,15000,0
T3,100,4501,7501,15000,15000,0
T4,100,1987,3311,20000,20000,0
T5,100,621,1034,20000,20000,0
T6,100,814,1356,20000,20000,0
T7,100,1859,3097,35000,35000,0
T8,100,4541,7568,35000,35000,0
T9,100,465,775,40000,40000,0
T10,100,767,1277,40000,40000,0
T11,100,6501,10835,40000,40000,0
T12,100,3686,6142,45000,45000,0
T13,100,249,415,70000,70000,0
T14,100,15924,26539,85000,85000,0
T15,100,3772,6286,90000,90000,0
