Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1886,3142,10000,10000,0
T1,100,1735,2891,10000,10000,0
T2,100,1066,1776,10000,10000,0
T3,100,3956,6593,10000,10000,0
T4,100,1508,2513,10000,10000,0
T5,100,7338,12230,15000,15000,0
T6,100,2280,3800,15000,15000,0
T7,100,866,1443,15000,15000,0
T8,100,1995,3325,20000,20000,0
T9,100,3909,6514,20000,20000,0
T10,100,785,1308,25000,25000,0
T11,100,1317,2195,30000,30000,0
T12,100,893,1487,45000,45000,0
T13,100,1723,2871,55000,55000,0
T14,100,3012,5019,55000,55000,0
T15,100,15736,26226,75000,75000,0
