Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1755,2925,10000,10000,0
T1,100,954,1589,10000,10000,0
T2,100,530,883,10000,10000,0
T3,100,2120,3533,10000,10000,0
T4,100,78,130,10000,10000,0
T5,100,4424,7373,10000,10000,0
T6,100,1629,2714,15000,15000,0
T7,100,3095,5157,15000,15000,0
T8,100,983,1637,15000,15000,0
T9,100,1202,2003,25000,25000,0
T10,100,679,1131,25000,25000,0
T11,100,2561,4268,35000,35000,0
T12,100,5431,9051,40000,40000,0
T13,100,10917,18194,45000,45000,0
T14,100,16641,27735,80000,80000,0
T15,100,26907,44845,90000,90000,0
