Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,329,548,10000,10000,0
T1,100,225,374,10000,10000,0
T2,100,1209,2014,10000,10000,0
T3,100,791,1318,15000,15000,0
T4,100,6248,10413,15000,15000,0
T5,100,2805,4674,15000,15000,0
T6,100,6614,11023,20000,20000,0
T7,100,321,535,20000,20000,0
T8,100,10317,17195,25000,25000,0
T9,100,1242,2070,25000,25000,0
T10,100,416,693,30000,30000,0
T11,100,570,950,30000,30000,0
T12,100,5589,9315,35000,35000,0
T13,100,2334,3890,65000,65000,0
T14,100,4094,6822,90000,90000,0
T15,100,43608,72679,90000,90000,0
