Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,141,235,10000,10000,0
T1,100,912,1520,10000,10000,0
T2,100,407,677,10000,10000,0
T3,100,1197,1995,10000,10000,0
T4,100,602,1002,10000,10000,0
T5,100,4361,7267,15000,15000,0
T6,100,4638,7729,20000,20000,0
T7,100,2111,3518,25000,25000,0
T8,100,7913,13188,25000,25000,0
T9,100,1199,1998,35000,35000,0
T10,100,12546,20910,40000,40000,0
T11,100,7430,12382,40000,40000,0
T12,100,2748,4579,50000,50000,0
T13,100,2514,4189,60000,60000,0
T14,100,33195,55324,75000,75000,0
T15,100,6995,11657,90000,90000,0
