Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,810,1350,10000,10000,0
T1,100,47,78,10000,10000,0
T2,100,5130,8550,10000,10000,0
T3,100,1398,2330,15000,15000,0
T4,100,602,1003,20000,20000,0
T5,100,2672,4453,25000,25000,0
T6,100,5188,8646,25000,25000,0
T7,100,6801,11335,30000,30000,0
T8,100,4607,7678,30000,30000,0
T9,100,40,66,30000,30000,0
T10,100,9858,16429,35000,35000,0
T11,100,4167,6945,40000,40000,0
T12,100,2944,4906,40000,40000,0
T13,100,885,1475,50000,50000,0
T14,100,27635,46057,75000,75000,0
T15,100,12282,20469,90000,90000,0
