Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,718,1196,10000,10000,0
T1,100,898,1496,10000,10000,0
T2,100,629,1047,10000,10000,0
T3,100,4122,6870,15000,15000,0
T4,100,4471,7451,15000,15000,0
T5,100,7031,11718,15000,15000,0
T6,100,733,1221,20000,20000,0
T7,100,2360,3933,20000,20000,0
T8,100,69,115,20000,20000,0
T9,100,2982,4969,25000,25000,0
T10,100,2789,4648,30000,30000,0
T11,100,10664,17772,35000,35000,0
T12,100,5967,9944,40000,40000,0
T13,100,1730,2883,65000,65000,0
T14,100,18230,30382,70000,70000,0
T15,100,1608,2680,70000,70000,0
