Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,1458,2430,10000,10000,0
T1,100,2177,3627,15000,15000,0
T2,100,5829,9714,15000,15000,0
T3,100,1053,1755,20000,20000,0
T4,100,1161,1935,20000,20000,0
T5,100,1899,3165,20000,20000,0
T6,100,5544,9239,25000,25000,0
T7,100,5780,9632,25000,25000,0
T8,100,5062,8436,25000,25000,0
T9,100,4842,8070,30000,30000,0
T10,100,9363,15604,30000,30000,0
T11,100,1211,2017,40000,40000,0
T12,100,4589,7648,50000,50000,0
T13,100,5156,8592,65000,65000,0
T14,100,1266,2109,80000,80000,0
T15,100,15198,25330,90000,90000,0
