Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,100,49,81,10000,10000,0
T1,100,514,856,10000,10000,0
T2,100,1430,2382,15000,15000,0
T3,100,3377,5627,15000,15000,0
T4,100,8467,14111,20000,20000,0
T5,100,4139,6898,20000,20000,0
T6,100,908,1512,25000,25000,0
T7,100,3111,5184,35000,35000,0
T8,100,6167,10277,35000,35000,0
T9,100,1821,3034,35000,35000,0
T10,100,4602,7670,35000,35000,0
T11,100,8625,14374,40000,40000,0
T12,100,5348,8912,50000,50000,0
T13,100,22338,37229,60000,60000,0
T14,100,2657,4427,75000,75000,0
T15,100,13352,22253,75000,75000,0
