Task ID,Job ID,Arrival min,Arrival max,Cost min,Cost max,Deadline,Priority
0,0,0,100,890,2225,10000,0
0,1,10000,10100,890,2225,20000,3
0,10,100000,100100,890,2225,110000,57
0,100,1000000,1000100,890,2225,1010000,599
0,1000,10000000,10000100,890,2225,10010000,6005
0,10000,100000000,100000100,890,2225,100010000,60078
0,10001,100010000,100010100,890,2225,100020000,60080
0,10002,100020000,100020100,890,2225,100030000,60087
0,10003,100030000,100030100,890,2225,100040000,60094
0,10004,100040000,100040100,890,2225,100050000,60100
0,10005,100050000,100050100,890,2225,100060000,60107
0,10006,100060000,100060100,890,2225,100070000,60112
0,10007,100070000,100070100,890,2225,100080000,60115
0,10008,100080000,100080100,890,2225,100090000,60125
0,10009,100090000,100090100,890,2225,100100000,60128
0,1001,10010000,10010100,890,2225,10020000,6009
0,10010,100100000,100100100,890,2225,100110000,60137
0,10011,100110000,100110100,890,2225,100120000,60140
0,10012,100120000,100120100,890,2225,100130000,60151
0,10013,100130000,100130100,890,2225,100140000,60153
0,10014,100140000,100140100,890,2225,100150000,60159
0,10015,100150000,100150100,890,2225,100160000,60166
0,10016,100160000,100160100,890,2225,100170000,60171
0,10017,100170000,100170100,890,2225,100180000,60179
0,10018,100180000,100180100,890,2225,100190000,60184
0,10019,100190000,100190100,890,2225,100200000,60186
0,1002,10020000,10020100,890,2225,10030000,6016
0,10020,100200000,100200100,890,2225,100210000,60197
0,10021,100210000,100210100,890,2225,100220000,60204
0,10022,100220000,100220100,890,2225,100230000,60209
0,10023,100230000,100230100,890,2225,100240000,60212
0,10024,100240000,100240100,890,2225,100250000,60219
0,10025,100250000,100250100,890,2225,100260000,60224
0,10026,100260000,100260100,890,2225,100270000,60234
0,10027,100270000,100270100,890,2225,100280000,60239
0,10028,100280000,100280100,890,2225,100290000,60244
0,10029,100290000,100290100,890,2225,100300000,60247
0,1003,10030000,10030100,890,2225,10040000,6022
0,10030,100300000,100300100,890,2225,100310000,60258
0,10031,100310000,100310100,890,2225,100320000,60261
0,10032,100320000,100320100,890,2225,100330000,60270
0,10033,100330000,100330100,890,2225,100340000,60273
0,10034,100340000,100340100,890,2225,100350000,60277
0,10035,100350000,100350100,890,2225,100360000,60287
0,10036,100360000,100360100,890,2225,100370000,60293
0,10037,100370000,100370100,890,2225,100380000,60297
0,10038,100380000,100380100,890,2225,100390000,60304
0,10039,100390000,100390100,890,2225,100400000,60310
0,1004,10040000,10040100,890,2225,10050000,6027
0,10040,100400000,100400100,890,2225,100410000,60318
0,10041,100410000,100410100,890,2225,100420000,60321
0,10042,100420000,100420100,890,2225,100430000,60328
0,10043,100430000,100430100,890,2225,100440000,60331
0,10044,100440000,100440100,890,2225,100450000,60341
0,10045,100450000,100450100,890,2225,100460000,60348
0,10046,100460000,100460100,890,2225,100470000,60352
0,10047,100470000,100470100,890,2225,100480000,60356
0,10048,100480000,100480100,890,2225,100490000,60366
0,10049,100490000,100490100,890,2225,100500000,60368
0,1005,10050000,10050100,890,2225,10060000,6034
0,10050,100500000,100500100,890,2225,100510000,60378
0,10051,100510000,100510100,890,2225,100520000,60381
0,10052,100520000,100520100,890,2225,100530000,60388
0,10053,100530000,100530100,890,2225,100540000,60394
0,10054,100540000,100540100,890,2225,100550000,60400
0,10055,100550000,100550100,890,2225,100560000,60405
0,10056,100560000,100560100,890,2225,100570000,60412
0,10057,100570000,100570100,890,2225,100580000,60420
0,10058,100580000,100580100,890,2225,100590000,60424
0,10059,100590000,100590100,890,2225,100600000,60429
