Name,Jitter,BCET,WCET,Period,Deadline,PE
T0,1000,491,817,10000,10000,0
T1,1000,472,786,10000,10000,0
T2,1000,219,365,10000,10000,0
T3,1000,82,136,10000,10000,0
T4,1000,438,729,10000,10000,0
T5,1500,2917,4861,15000,15000,0
T6,1500,575,958,15000,15000,0
T7,1500,1017,1694,15000,15000,0
T8,2000,284,472,20000,20000,0
T9,2000,6726,11209,20000,20000,0
T10,2000,815,1357,20000,20000,0
T11,2000,3130,5216,20000,20000,0
T12,2000,278,463,20000,20000,0
T13,2500,1376,2293,25000,25000,0
T14,3500,8018,13362,35000,35000,0
T15,4000,692,1152,40000,40000,0
T16,4000,20663,34437,40000,40000,0
T17,5000,8205,13675,50000,50000,0
T18,6000,14860,24766,60000,60000,0
T19,6000,15414,25689,60000,60000,0
T20,6000,5003,8338,60000,60000,0
T21,7000,221,368,70000,70000,0
T22,7500,14637,24395,75000,75000,0
T23,7500,5977,9961,75000,75000,0
